timestamp,value
2025-08-17 12:28:24,697
2025-08-17 12:28:30,730
2025-08-17 12:28:35,757
2025-08-17 12:28:40,795
2025-08-17 12:28:46,819
2025-08-17 12:28:51,837
2025-08-17 12:28:57,702
2025-08-17 12:29:02,738
2025-08-17 12:29:08,764
2025-08-17 12:29:13,793
2025-08-17 12:29:18,829
2025-08-17 12:29:26,703
2025-08-17 12:29:31,733
2025-08-17 12:29:37,764
2025-08-17 12:29:42,799
2025-08-17 12:29:48,822
2025-08-17 12:29:53,840
2025-08-17 12:29:58,713
2025-08-17 12:30:04,746
2025-08-17 12:30:09,776
2025-08-17 12:30:15,802
2025-08-17 12:30:20,831
2025-08-17 12:30:26,715
2025-08-17 12:30:31,744
2025-08-17 12:30:37,776
2025-08-17 12:30:42,826
2025-08-17 12:30:49,846
2025-08-17 12:30:55,708
2025-08-17 12:31:00,738
2025-08-17 12:31:06,772
2025-08-17 12:31:11,795
2025-08-17 12:31:16,822
2025-08-17 12:31:22,855
2025-08-17 12:31:27,727
2025-08-17 12:31:32,759
2025-08-17 12:31:38,791
2025-08-17 12:31:43,823
2025-08-17 12:31:48,853
2025-08-17 12:31:54,876
2025-08-17 12:31:59,744
2025-08-17 12:32:05,778
2025-08-17 12:32:10,804
2025-08-17 12:32:15,835
2025-08-17 12:32:21,867
2025-08-17 12:32:26,734
2025-08-17 12:32:31,788
2025-08-17 12:32:40,828
2025-08-17 12:32:45,854
2025-08-17 12:32:51,874
2025-08-17 12:32:56,728
2025-08-17 12:33:01,765
2025-08-17 12:33:07,789
2025-08-17 12:33:12,822
2025-08-17 12:33:18,857
2025-08-17 12:33:23,886
2025-08-17 12:33:28,754
2025-08-17 12:33:34,782
2025-08-17 12:33:39,825
2025-08-17 12:33:44,855
2025-08-17 12:33:50,873
2025-08-17 12:33:55,720
2025-08-17 12:34:01,753
2025-08-17 12:34:06,785
2025-08-17 12:34:11,817
2025-08-17 12:34:17,849
2025-08-17 12:34:22,883
2025-08-17 12:34:28,750
2025-08-17 12:34:33,779
2025-08-17 12:34:38,820
2025-08-17 12:34:44,854
2025-08-17 12:34:49,877
2025-08-17 12:34:54,720
2025-08-17 12:35:00,767
2025-08-17 12:35:07,800
2025-08-17 12:35:13,837
2025-08-17 12:35:18,869
2025-08-17 12:35:23,902
2025-08-17 12:35:29,769
2025-08-17 12:35:34,805
2025-08-17 12:35:39,840
2025-08-17 12:35:45,873
2025-08-17 12:35:50,897
2025-08-17 12:35:56,745
2025-08-17 12:36:01,773
2025-08-17 12:36:06,802
2025-08-17 12:36:12,836
2025-08-17 12:36:17,875
2025-08-17 12:36:23,911
2025-08-17 12:36:29,767
2025-08-17 12:36:34,799
2025-08-17 12:36:40,841
2025-08-17 12:36:45,869
2025-08-17 12:36:50,891
2025-08-17 12:36:56,745
2025-08-17 12:37:01,775
2025-08-17 12:37:07,804
2025-08-17 12:37:12,837
2025-08-17 12:37:17,863
2025-08-17 12:37:23,901
2025-08-17 12:37:28,758
2025-08-17 12:37:34,789
2025-08-17 12:37:39,828
2025-08-17 12:37:44,874
2025-08-17 12:37:52,896
2025-08-17 12:37:57,754
2025-08-17 12:38:03,780
2025-08-17 12:38:08,812
2025-08-17 12:38:13,843
2025-08-17 12:38:19,872
2025-08-17 12:38:24,738
2025-08-17 12:38:30,771
2025-08-17 12:38:35,805
2025-08-17 12:38:40,845
2025-08-17 12:38:46,879
2025-08-17 12:38:51,903
2025-08-17 12:38:57,755
2025-08-17 12:39:02,788
2025-08-17 12:39:07,814
2025-08-17 12:39:13,849
2025-08-17 12:39:18,885
2025-08-17 12:39:23,919
2025-08-17 12:39:29,775
2025-08-17 12:39:34,807
2025-08-17 12:39:40,851
2025-08-17 12:39:45,881
2025-08-17 12:39:50,899
2025-08-17 12:39:56,744
2025-08-17 12:40:01,769
2025-08-17 12:40:06,793
2025-08-17 12:40:12,826
2025-08-17 12:40:17,858
2025-08-17 12:40:23,898
2025-08-17 12:40:28,763
2025-08-17 12:40:33,790
2025-08-17 12:40:39,836
2025-08-17 12:40:44,878
2025-08-17 12:40:50,899
2025-08-17 12:40:56,753
2025-08-17 12:41:01,788
2025-08-17 12:41:07,813
2025-08-17 12:41:12,848
2025-08-17 12:41:18,883
2025-08-17 12:41:23,924
2025-08-17 12:41:29,783
2025-08-17 12:41:34,816
2025-08-17 12:41:40,865
2025-08-17 12:41:47,897
2025-08-17 12:41:52,920
2025-08-17 12:41:58,768
2025-08-17 12:42:04,798
2025-08-17 12:42:09,827
2025-08-17 12:42:15,862
2025-08-17 12:42:20,898
2025-08-17 12:42:26,764
2025-08-17 12:42:31,788
2025-08-17 12:42:37,850
2025-08-17 12:42:44,888
2025-08-17 12:42:50,910
2025-08-17 12:42:55,756
2025-08-17 12:43:01,787
2025-08-17 12:43:06,818
2025-08-17 12:43:12,850
2025-08-17 12:43:17,887
2025-08-17 12:43:22,919
2025-08-17 12:43:28,772
2025-08-17 12:43:33,806
2025-08-17 12:43:39,852
2025-08-17 12:43:44,888
2025-08-17 12:43:49,917
2025-08-17 12:43:55,762
2025-08-17 12:44:00,792
2025-08-17 12:44:06,825
2025-08-17 12:44:11,854
2025-08-17 12:44:16,890
2025-08-17 12:44:22,929
2025-08-17 12:44:27,789
2025-08-17 12:44:32,846
2025-08-17 12:44:42,884
2025-08-17 12:44:47,915
2025-08-17 12:44:53,765
2025-08-17 12:45:00,798
2025-08-17 12:45:05,827
2025-08-17 12:45:11,859
2025-08-17 12:45:16,895
2025-08-17 12:45:22,929
2025-08-17 12:45:27,792
2025-08-17 12:45:32,820
2025-08-17 12:45:38,866
2025-08-17 12:45:43,906
2025-08-17 12:45:48,935
2025-08-17 12:45:54,955
2025-08-17 12:45:59,801
2025-08-17 12:46:05,828
2025-08-17 12:46:10,860
2025-08-17 12:46:15,897
2025-08-17 12:46:21,931
2025-08-17 12:46:26,796
2025-08-17 12:46:32,823
2025-08-17 12:46:37,860
2025-08-17 12:46:42,891
2025-08-17 12:46:48,919
2025-08-17 12:46:53,937
2025-08-17 12:46:59,786
2025-08-17 12:47:04,815
2025-08-17 12:47:09,848
2025-08-17 12:47:15,882
2025-08-17 12:47:20,918
2025-08-17 12:47:25,792
2025-08-17 12:47:31,823
2025-08-17 12:47:36,863
2025-08-17 12:47:42,900
2025-08-17 12:47:47,931
2025-08-17 12:47:53,957
2025-08-17 12:47:58,805
2025-08-17 12:48:03,837
2025-08-17 12:48:09,865
2025-08-17 12:48:14,899
2025-08-17 12:48:19,933
2025-08-17 12:48:25,794
2025-08-17 12:48:30,827
2025-08-17 12:48:36,871
2025-08-17 12:48:41,909
2025-08-17 12:48:47,941
2025-08-17 12:48:52,779
2025-08-17 12:48:59,829
2025-08-17 12:49:08,860
2025-08-17 12:49:13,895
2025-08-17 12:49:20,937
2025-08-17 12:49:25,796
2025-08-17 12:49:30,829
2025-08-17 12:49:36,867
2025-08-17 12:49:41,908
2025-08-17 12:49:47,938
2025-08-17 12:49:52,960
2025-08-17 12:49:57,804
2025-08-17 12:50:03,835
2025-08-17 12:50:08,867
2025-08-17 12:50:14,897
2025-08-17 12:50:19,933
2025-08-17 12:50:24,789
2025-08-17 12:50:30,822
2025-08-17 12:50:35,855
2025-08-17 12:50:41,900
2025-08-17 12:50:46,933
2025-08-17 12:50:51,953
2025-08-17 12:50:57,797
2025-08-17 12:51:02,826
2025-08-17 12:51:08,851
2025-08-17 12:51:13,885
2025-08-17 12:51:18,920
2025-08-17 12:51:24,802
2025-08-17 12:51:32,836
2025-08-17 12:51:38,880
2025-08-17 12:51:43,918
2025-08-17 12:51:48,945
2025-08-17 12:51:54,967
2025-08-17 12:51:59,819
2025-08-17 12:52:05,844
2025-08-17 12:52:10,873
2025-08-17 12:52:15,906
2025-08-17 12:52:21,945
2025-08-17 12:52:26,810
2025-08-17 12:52:32,842
2025-08-17 12:52:37,880
2025-08-17 12:52:42,913
2025-08-17 12:52:48,945
2025-08-17 12:52:53,967
2025-08-17 12:52:59,822
2025-08-17 12:53:04,847
2025-08-17 12:53:09,883
2025-08-17 12:53:15,920
2025-08-17 12:53:20,953
2025-08-17 12:53:26,808
2025-08-17 12:53:31,844
2025-08-17 12:53:36,888
2025-08-17 12:53:42,921
2025-08-17 12:53:47,955
2025-08-17 12:53:53,974
2025-08-17 12:53:58,836
2025-08-17 12:54:03,861
2025-08-17 12:54:09,890
2025-08-17 12:54:14,920
2025-08-17 12:54:19,958
2025-08-17 12:54:25,811
2025-08-17 12:54:30,858
2025-08-17 12:54:38,897
2025-08-17 12:54:43,929
2025-08-17 12:54:48,958
2025-08-17 12:54:54,982
2025-08-17 12:54:59,845
2025-08-17 12:55:05,872
2025-08-17 12:55:10,903
2025-08-17 12:55:15,933
2025-08-17 12:55:21,969
2025-08-17 12:55:26,823
2025-08-17 12:55:32,852
2025-08-17 12:55:37,891
2025-08-17 12:55:43,923
2025-08-17 12:55:48,953
2025-08-17 12:55:53,976
2025-08-17 12:55:59,847
2025-08-17 12:56:04,876
2025-08-17 12:56:10,904
2025-08-17 12:56:15,936
2025-08-17 12:56:20,970
2025-08-17 12:56:26,831
2025-08-17 12:56:31,859
2025-08-17 12:56:36,900
2025-08-17 12:56:42,935
2025-08-17 12:56:47,967
2025-08-17 12:56:52,986
2025-08-17 12:56:58,832
2025-08-17 12:57:03,860
2025-08-17 12:57:08,893
2025-08-17 12:57:14,922
2025-08-17 12:57:19,958
2025-08-17 12:57:25,823
2025-08-17 12:57:30,855
2025-08-17 12:57:35,883
2025-08-17 12:57:41,922
2025-08-17 12:57:46,955
2025-08-17 12:57:52,812
2025-08-17 12:58:00,848
2025-08-17 12:58:05,883
2025-08-17 12:58:11,909
2025-08-17 12:58:16,940
2025-08-17 12:58:22,975
2025-08-17 12:58:27,827
2025-08-17 12:58:32,859
2025-08-17 12:58:38,905
2025-08-17 12:58:43,944
2025-08-17 12:58:48,973
2025-08-17 12:58:54,989
2025-08-17 12:58:59,845
2025-08-17 12:59:04,873
2025-08-17 12:59:10,902
2025-08-17 12:59:15,936
2025-08-17 12:59:21,973
2025-08-17 12:59:26,822
2025-08-17 12:59:31,853
2025-08-17 12:59:37,892
2025-08-17 12:59:42,932
2025-08-17 12:59:48,967
2025-08-17 12:59:53,986
2025-08-17 12:59:58,839
2025-08-17 13:00:04,865
2025-08-17 13:00:09,892
2025-08-17 13:00:14,924
2025-08-17 13:00:20,956
2025-08-17 13:00:25,820
2025-08-17 13:00:31,865
2025-08-17 13:00:38,901
2025-08-17 13:00:43,939
2025-08-17 13:00:49,969
2025-08-17 13:00:54,820
2025-08-17 13:01:00,852
2025-08-17 13:01:05,879
2025-08-17 13:01:10,911
2025-08-17 13:01:16,942
2025-08-17 13:01:21,979
2025-08-17 13:01:27,831
2025-08-17 13:01:32,864
2025-08-17 13:01:37,902
2025-08-17 13:01:43,946
2025-08-17 13:01:48,976
2025-08-17 13:01:54,995
2025-08-17 13:01:59,854
2025-08-17 13:02:04,886
2025-08-17 13:02:10,913
2025-08-17 13:02:15,948
2025-08-17 13:02:20,981
2025-08-17 13:02:26,844
2025-08-17 13:02:34,877
2025-08-17 13:02:39,915
2025-08-17 13:02:45,953
2025-08-17 13:02:50,980
2025-08-17 13:02:56,835
2025-08-17 13:03:01,870
2025-08-17 13:03:06,896
2025-08-17 13:03:12,952
2025-08-17 13:03:20,983
2025-08-17 13:03:25,832
2025-08-17 13:03:31,858
2025-08-17 13:03:36,895
2025-08-17 13:03:42,936
2025-08-17 13:03:47,980
2025-08-17 13:03:54,825
2025-08-17 13:04:00,864
2025-08-17 13:04:05,896
2025-08-17 13:04:10,938
2025-08-17 13:04:18,979
2025-08-17 13:04:23,832
2025-08-17 13:04:31,863
2025-08-17 13:04:36,898
2025-08-17 13:04:42,938
2025-08-17 13:04:47,977
2025-08-17 13:04:52,1001
2025-08-17 13:04:58,852
2025-08-17 13:05:03,883
2025-08-17 13:05:09,908
2025-08-17 13:05:14,945
2025-08-17 13:05:19,984
2025-08-17 13:05:25,822
2025-08-17 13:05:30,858
2025-08-17 13:05:36,889
2025-08-17 13:05:41,928
2025-08-17 13:05:46,969
2025-08-17 13:05:51,991
2025-08-17 13:05:57,842
2025-08-17 13:06:02,873
2025-08-17 13:06:08,899
2025-08-17 13:06:13,939
2025-08-17 13:06:18,979
2025-08-17 13:06:24,1013
2025-08-17 13:06:29,854
2025-08-17 13:06:34,908
2025-08-17 13:06:42,944
2025-08-17 13:06:47,983
2025-08-17 13:06:52,1004
2025-08-17 13:06:58,849
2025-08-17 13:07:03,878
2025-08-17 13:07:09,903
2025-08-17 13:07:14,938
2025-08-17 13:07:19,985
2025-08-17 13:07:25,830
2025-08-17 13:07:30,864
2025-08-17 13:07:36,895
2025-08-17 13:07:41,935
2025-08-17 13:07:46,994
2025-08-17 13:07:56,837
2025-08-17 13:08:01,876
2025-08-17 13:08:07,902
2025-08-17 13:08:12,932
2025-08-17 13:08:17,972
2025-08-17 13:08:23,1005
2025-08-17 13:08:28,852
2025-08-17 13:08:33,890
2025-08-17 13:08:39,933
2025-08-17 13:08:44,978
2025-08-17 13:08:50,1009
2025-08-17 13:08:55,851
2025-08-17 13:09:00,890
2025-08-17 13:09:06,918
2025-08-17 13:09:11,948
2025-08-17 13:09:17,984
2025-08-17 13:09:22,1020
2025-08-17 13:09:28,862
2025-08-17 13:09:33,897
2025-08-17 13:09:38,951
2025-08-17 13:09:46,994
2025-08-17 13:09:51,1023
2025-08-17 13:09:58,889
2025-08-17 13:10:04,915
2025-08-17 13:10:09,944
2025-08-17 13:10:15,978
2025-08-17 13:10:20,1015
2025-08-17 13:10:25,865
2025-08-17 13:10:31,896
2025-08-17 13:10:36,934
2025-08-17 13:10:42,977
2025-08-17 13:10:47,1015
2025-08-17 13:10:52,1040
2025-08-17 13:10:58,891
2025-08-17 13:11:03,916
2025-08-17 13:11:09,942
2025-08-17 13:11:14,975
2025-08-17 13:11:19,1017
2025-08-17 13:11:25,858
2025-08-17 13:11:30,895
2025-08-17 13:11:36,927
2025-08-17 13:11:41,969
2025-08-17 13:11:46,1023
2025-08-17 13:11:54,1046
2025-08-17 13:11:59,892
2025-08-17 13:12:05,921
2025-08-17 13:12:10,976
2025-08-17 13:12:18,1013
2025-08-17 13:12:24,1042
2025-08-17 13:12:29,893
2025-08-17 13:12:35,928
2025-08-17 13:12:40,969
2025-08-17 13:12:45,1007
2025-08-17 13:12:51,1035
2025-08-17 13:12:56,880
2025-08-17 13:13:02,915
2025-08-17 13:13:07,936
2025-08-17 13:13:12,971
2025-08-17 13:13:18,1013
2025-08-17 13:13:23,1045
2025-08-17 13:13:29,888
2025-08-17 13:13:34,921
2025-08-17 13:13:39,962
2025-08-17 13:13:45,1001
2025-08-17 13:13:50,1027
2025-08-17 13:13:56,869
2025-08-17 13:14:01,905
2025-08-17 13:14:06,928
2025-08-17 13:14:12,963
2025-08-17 13:14:17,1002
2025-08-17 13:14:23,1035
2025-08-17 13:14:28,875
2025-08-17 13:14:33,909
2025-08-17 13:14:39,951
2025-08-17 13:14:44,1001
2025-08-17 13:14:50,1034
2025-08-17 13:14:55,869
2025-08-17 13:15:00,901
2025-08-17 13:15:06,927
2025-08-17 13:15:11,961
2025-08-17 13:15:16,1004
2025-08-17 13:15:22,1038
2025-08-17 13:15:27,872
2025-08-17 13:15:33,909
2025-08-17 13:15:38,944
2025-08-17 13:15:43,986
2025-08-17 13:15:49,1019
2025-08-17 13:15:54,866
2025-08-17 13:16:00,896
2025-08-17 13:16:05,935
2025-08-17 13:16:12,978
2025-08-17 13:16:18,1022
2025-08-17 13:16:23,1052
2025-08-17 13:16:29,885
2025-08-17 13:16:34,925
2025-08-17 13:16:39,968
2025-08-17 13:16:45,1011
2025-08-17 13:16:50,1047
2025-08-17 13:16:56,896
2025-08-17 13:17:01,925
2025-08-17 13:17:06,949
2025-08-17 13:17:12,988
2025-08-17 13:17:17,1024
2025-08-17 13:17:23,873
2025-08-17 13:17:30,908
2025-08-17 13:17:35,946
2025-08-17 13:17:41,990
2025-08-17 13:17:46,1034
2025-08-17 13:17:51,1060
2025-08-17 13:17:57,902
2025-08-17 13:18:02,934
2025-08-17 13:18:08,962
2025-08-17 13:18:13,1008
2025-08-17 13:18:18,1045
2025-08-17 13:18:24,1077
2025-08-17 13:18:29,916
2025-08-17 13:18:35,953
2025-08-17 13:18:40,994
2025-08-17 13:18:45,1034
2025-08-17 13:18:51,1062
2025-08-17 13:18:56,902
2025-08-17 13:19:02,934
2025-08-17 13:19:07,957
2025-08-17 13:19:12,1000
2025-08-17 13:19:18,1038
2025-08-17 13:19:23,1070
2025-08-17 13:19:28,912
2025-08-17 13:19:34,949
2025-08-17 13:19:39,990
2025-08-17 13:19:45,1035
2025-08-17 13:19:50,1063
2025-08-17 13:19:55,900
2025-08-17 13:20:01,928
2025-08-17 13:20:06,954
2025-08-17 13:20:12,993
2025-08-17 13:20:17,1032
2025-08-17 13:20:22,1064
2025-08-17 13:20:28,906
2025-08-17 13:20:33,953
2025-08-17 13:20:40,997
2025-08-17 13:20:46,1035
2025-08-17 13:20:51,1064
2025-08-17 13:20:57,905
2025-08-17 13:21:02,934
2025-08-17 13:21:07,961
2025-08-17 13:21:13,1007
2025-08-17 13:21:18,1044
2025-08-17 13:21:24,906
2025-08-17 13:21:32,940
2025-08-17 13:21:37,979
2025-08-17 13:21:43,1019
2025-08-17 13:21:48,1049
2025-08-17 13:21:53,1075
2025-08-17 13:21:59,906
2025-08-17 13:22:04,932
2025-08-17 13:22:10,966
2025-08-17 13:22:15,1006
2025-08-17 13:22:20,1044
2025-08-17 13:22:26,886
2025-08-17 13:22:31,919
2025-08-17 13:22:36,962
2025-08-17 13:22:42,1003
2025-08-17 13:22:47,1038
2025-08-17 13:22:53,1062
2025-08-17 13:22:58,904
2025-08-17 13:23:03,930
2025-08-17 13:23:09,962
2025-08-17 13:23:14,997
2025-08-17 13:23:19,1039
2025-08-17 13:23:25,874
2025-08-17 13:23:30,914
2025-08-17 13:23:35,951
2025-08-17 13:23:41,988
2025-08-17 13:23:46,1030
2025-08-17 13:23:51,1068
2025-08-17 13:23:59,916
2025-08-17 13:24:04,945
2025-08-17 13:24:10,983
2025-08-17 13:24:15,1025
2025-08-17 13:24:20,1070
2025-08-17 13:24:26,900
2025-08-17 13:24:31,930
2025-08-17 13:24:37,966
2025-08-17 13:24:42,1006
2025-08-17 13:24:47,1048
2025-08-17 13:24:53,1073
2025-08-17 13:24:58,924
2025-08-17 13:25:03,954
2025-08-17 13:25:09,987
2025-08-17 13:25:14,1028
2025-08-17 13:25:20,1069
2025-08-17 13:25:25,899
2025-08-17 13:25:30,935
2025-08-17 13:25:36,972
2025-08-17 13:25:41,1010
2025-08-17 13:25:46,1069
2025-08-17 13:25:55,868
2025-08-17 13:26:00,902
2025-08-17 13:26:05,934
2025-08-17 13:26:11,971
2025-08-17 13:26:16,1034
2025-08-17 13:26:25,852
2025-08-17 13:26:30,889
2025-08-17 13:26:35,931
2025-08-17 13:26:41,987
2025-08-17 13:26:46,1039
2025-08-17 13:26:52,1072
2025-08-17 13:26:57,918
2025-08-17 13:27:02,947
2025-08-17 13:27:08,978
2025-08-17 13:27:13,1018
2025-08-17 13:27:19,1060
2025-08-17 13:27:24,1093
2025-08-17 13:27:29,918
2025-08-17 13:27:35,957
2025-08-17 15:03:45,1165
2025-08-17 15:03:50,1206
2025-08-17 15:03:55,1029
2025-08-17 15:04:01,1081
2025-08-17 15:04:06,1114
2025-08-17 15:04:12,1161
2025-08-17 15:04:17,1195
2025-08-17 15:04:22,1235
2025-08-17 15:04:28,1040
2025-08-17 15:04:33,1076
2025-08-17 15:04:38,1128
2025-08-17 15:04:44,1174
2025-08-17 15:04:49,1219
2025-08-17 15:04:55,1042
2025-08-17 15:05:00,1083
2025-08-17 15:05:05,1125
2025-08-17 15:05:11,1167
2025-08-17 15:05:16,1206
2025-08-17 15:05:21,1243
2025-08-17 15:05:27,1028
2025-08-17 15:05:32,1070
2025-08-17 15:05:38,1118
2025-08-17 15:05:43,1169
2025-08-17 15:05:48,1212
2025-08-17 15:05:54,1258
2025-08-17 15:05:59,1061
2025-08-17 15:06:04,1110
2025-08-17 15:06:12,1159
2025-08-17 15:06:17,1199
2025-08-17 15:06:23,1245
2025-08-17 15:06:28,1042
2025-08-17 15:06:33,1085
2025-08-17 15:06:39,1139
2025-08-17 15:06:44,1187
2025-08-17 15:06:49,1230
2025-08-17 15:06:55,1043
2025-08-17 15:07:00,1088
2025-08-17 15:07:06,1126
2025-08-17 15:07:11,1171
2025-08-17 15:07:16,1210
2025-08-17 15:07:22,1259
2025-08-17 15:07:27,1045
2025-08-17 15:07:33,1088
2025-08-17 15:07:38,1138
2025-08-17 15:07:43,1188
2025-08-17 15:07:49,1234
2025-08-17 15:07:54,1036
2025-08-17 15:07:59,1080
2025-08-17 15:08:05,1113
2025-08-17 15:08:10,1175
2025-08-17 15:08:16,1206
2025-08-17 15:08:21,1258
2025-08-17 15:08:26,1048
2025-08-17 15:08:32,1092
2025-08-17 15:08:37,1136
2025-08-17 15:08:43,1210
2025-08-17 15:08:50,1255
2025-08-17 15:08:55,1062
2025-08-17 15:09:01,1109
2025-08-17 15:09:06,1159
2025-08-17 15:09:14,1214
2025-08-17 15:09:19,1255
2025-08-17 15:09:24,1029
2025-08-17 15:09:30,1083
2025-08-17 15:09:35,1117
2025-08-17 15:09:41,1176
2025-08-17 15:09:46,1225
2025-08-17 15:09:51,1268
2025-08-17 15:09:57,1087
2025-08-17 15:10:02,1128
2025-08-17 15:10:08,1163
2025-08-17 15:10:13,1217
2025-08-17 15:10:18,1255
2025-08-17 15:10:24,1318
2025-08-17 15:10:29,1098
2025-08-17 15:10:35,1135
2025-08-17 15:10:40,1193
2025-08-17 15:10:46,1236
2025-08-17 15:10:51,1288
2025-08-17 15:10:56,1089
2025-08-17 15:11:02,1150
2025-08-17 15:11:10,1200
2025-08-17 15:11:15,1238
2025-08-17 15:11:21,1290
2025-08-17 15:11:26,1062
2025-08-17 15:11:32,1106
2025-08-17 15:11:37,1153
2025-08-17 15:11:42,1209
2025-08-17 15:11:48,1258
2025-08-17 15:11:53,1305
2025-08-17 15:11:59,1120
2025-08-17 15:12:04,1157
2025-08-17 15:12:09,1210
2025-08-17 15:12:15,1265
2025-08-17 15:12:22,1312
2025-08-17 15:12:28,1103
2025-08-17 15:12:33,1142
2025-08-17 15:12:38,1191
2025-08-17 15:12:44,1240
2025-08-17 15:12:49,1288
2025-08-17 15:12:55,1085
2025-08-17 15:13:00,1137
2025-08-17 15:13:05,1180
2025-08-17 15:13:11,1229
2025-08-17 15:13:16,1268
2025-08-17 15:13:22,1316
2025-08-17 15:13:27,1098
2025-08-17 15:13:32,1143
2025-08-17 15:13:38,1189
2025-08-17 15:13:43,1245
2025-08-17 15:13:49,1297
2025-08-17 15:13:54,1104
2025-08-17 15:14:02,1160
2025-08-17 15:14:10,1221
2025-08-17 15:14:15,1257
2025-08-17 15:14:21,1301
2025-08-17 15:14:26,1086
2025-08-17 15:14:32,1129
2025-08-17 15:14:37,1168
2025-08-17 15:14:42,1222
2025-08-17 15:14:48,1273
2025-08-17 15:14:53,1319
2025-08-17 15:14:58,1113
2025-08-17 15:15:04,1152
2025-08-17 15:15:09,1207
2025-08-17 15:15:15,1250
2025-08-17 15:15:20,1291
2025-08-17 15:15:25,1084
2025-08-17 15:15:31,1129
2025-08-17 15:15:36,1170
2025-08-17 15:15:42,1228
2025-08-17 15:15:47,1281
2025-08-17 15:15:52,1324
2025-08-17 15:15:58,1117
2025-08-17 15:16:03,1159
2025-08-17 15:16:08,1206
2025-08-17 15:16:14,1259
2025-08-17 15:16:19,1302
2025-08-17 15:16:25,1079
2025-08-17 15:16:30,1127
2025-08-17 15:16:35,1168
2025-08-17 15:16:41,1224
2025-08-17 15:16:46,1277
2025-08-17 15:16:52,1314
2025-08-17 15:16:57,1109
2025-08-17 15:17:02,1154
2025-08-17 15:17:08,1201
2025-08-17 15:17:13,1258
2025-08-17 15:17:19,1298
2025-08-17 15:17:24,1087
2025-08-17 15:17:29,1133
2025-08-17 15:17:35,1177
2025-08-17 15:17:40,1236
2025-08-17 15:17:46,1283
2025-08-17 15:17:51,1326
2025-08-17 15:17:56,1116
2025-08-17 15:18:02,1165
2025-08-17 15:18:07,1210
2025-08-17 15:18:13,1265
2025-08-17 15:18:18,1308
2025-08-17 15:18:23,1360
2025-08-17 15:18:29,1138
2025-08-17 15:18:34,1184
2025-08-17 15:18:39,1248
2025-08-17 15:18:46,1289
2025-08-17 15:18:51,1337
2025-08-17 15:18:57,1125
2025-08-17 15:19:02,1172
2025-08-17 15:19:07,1211
2025-08-17 15:19:13,1267
2025-08-17 15:19:18,1310
2025-08-17 15:19:23,1359
2025-08-17 15:19:29,1135
2025-08-17 15:19:34,1179
2025-08-17 15:19:40,1234
2025-08-17 15:19:45,1274
2025-08-17 15:19:50,1328
2025-08-17 15:19:56,1126
2025-08-17 15:20:01,1165
2025-08-17 15:20:06,1208
2025-08-17 15:20:12,1264
2025-08-17 15:20:17,1307
2025-08-17 15:20:23,1356
2025-08-17 15:20:28,1135
2025-08-17 15:20:33,1175
2025-08-17 15:20:39,1221
2025-08-17 15:20:44,1270
2025-08-17 15:20:50,1327
2025-08-17 15:20:55,1109
2025-08-17 15:21:00,1153
2025-08-17 15:21:06,1196
2025-08-17 15:21:11,1248
2025-08-17 15:21:17,1294
2025-08-17 15:21:22,1343
2025-08-17 15:21:27,1138
2025-08-17 15:21:33,1170
